"sub_region_2","date","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","date_of_interest"
"Kings County",2020-04-24,-66,-27,-52,-66,-66,32,2020-04-24
"Kings County",2020-04-25,-60,-14,44,-54,-45,16,2020-04-25
"Kings County",2020-04-26,-71,-38,-61,-64,-49,17,2020-04-26
"Kings County",2020-04-27,-60,-24,-37,-64,-64,29,2020-04-27
"Kings County",2020-04-28,-54,-13,40,-60,-64,22,2020-04-28
"Kings County",2020-04-29,-58,-22,-33,-64,-64,29,2020-04-29
"Kings County",2020-04-30,-59,-23,-47,-65,-65,30,2020-04-30
"Kings County",2020-05-01,-57,-16,-19,-60,-63,29,2020-05-01
"Kings County",2020-05-02,-53,-11,83,-49,-41,14,2020-05-02
"Kings County",2020-05-03,-57,-22,57,-53,-42,13,2020-05-03
"Kings County",2020-05-04,-51,-18,2,-60,-61,26,2020-05-04
"Kings County",2020-05-05,-50,-10,14,-59,-62,26,2020-05-05
"Kings County",2020-05-06,-57,-20,-40,-63,-62,28,2020-05-06
"Kings County",2020-05-07,-49,-6,38,-59,-61,26,2020-05-07
"Kings County",2020-05-08,-58,-16,-41,-61,-61,28,2020-05-08
"Kings County",2020-05-09,-57,-12,-22,-55,-41,16,2020-05-09
"Kings County",2020-05-10,-54,-18,30,-50,-39,12,2020-05-10
"Kings County",2020-05-11,-55,-23,-24,-61,-60,27,2020-05-11
"Kings County",2020-05-12,-50,-11,14,-58,-60,25,2020-05-12
"Kings County",2020-05-13,-48,-10,24,-58,-59,26,2020-05-13
"Kings County",2020-05-14,-47,-10,32,-58,-60,23,2020-05-14
"Kings County",2020-05-15,-49,-11,50,-55,-58,25,2020-05-15
"Kings County",2020-05-16,-50,-12,88,-47,-37,13,2020-05-16
"Kings County",2020-05-17,-52,-20,48,-51,-36,12,2020-05-17
"Kings County",2020-05-18,-46,-16,14,-57,-57,24,2020-05-18
"Kings County",2020-05-19,-45,-10,15,-56,-58,25,2020-05-19
"Kings County",2020-05-20,-44,-9,22,-56,-58,24,2020-05-20
"Kings County",2020-05-21,-42,-6,39,-55,-58,24,2020-05-21
"Kings County",2020-05-22,-47,-10,18,-54,-56,24,2020-05-22
"Kings County",2020-05-23,-57,-20,-27,-55,-37,15,2020-05-23
"Kings County",2020-05-24,-47,-14,69,-47,-34,10,2020-05-24
"Kings County",2020-05-25,-48,-19,79,-63,-70,26,2020-05-25
"Kings County",2020-05-26,-42,-8,55,-53,-56,22,2020-05-26
"Kings County",2020-05-27,-40,-6,48,-53,-55,22,2020-05-27
"Kings County",2020-05-28,-43,-8,22,-55,-57,23,2020-05-28
"Kings County",2020-05-29,-47,-14,31,-55,-58,25,2020-05-29
"Kings County",2020-05-30,-44,-8,117,-42,-26,10,2020-05-30
"Kings County",2020-05-31,-45,-16,83,-44,-27,9,2020-05-31
"Kings County",2020-06-01,-41,-12,34,-52,-53,22,2020-06-01
"Kings County",2020-06-02,-44,-10,23,-54,-55,23,2020-06-02
"Kings County",2020-06-03,-46,-12,21,-55,-55,24,2020-06-03
"Kings County",2020-06-04,-41,-4,75,-52,-54,22,2020-06-04
"Kings County",2020-06-05,-48,-12,0,-53,-53,24,2020-06-05
"Kings County",2020-06-06,-45,-8,99,-40,-26,10,2020-06-06
"Kings County",2020-06-07,-42,-10,121,-39,-26,8,2020-06-07
"Kings County",2020-06-08,-36,-6,72,-49,-50,20,2020-06-08
"Kings County",2020-06-09,-36,-3,86,-49,-52,19,2020-06-09
"Kings County",2020-06-10,-36,-4,72,-49,-51,20,2020-06-10
"Kings County",2020-06-11,-41,-9,16,-53,-52,22,2020-06-11
"Kings County",2020-06-12,-38,-2,91,-45,-50,19,2020-06-12
"Kings County",2020-06-13,-39,-2,142,-36,-21,8,2020-06-13
"Kings County",2020-06-14,-39,-10,131,-38,-23,7,2020-06-14
"Kings County",2020-06-15,-36,-9,56,-49,-50,19,2020-06-15
"Kings County",2020-06-16,-34,-1,83,-47,-51,19,2020-06-16
"Kings County",2020-06-17,-35,-4,64,-48,-51,19,2020-06-17
"Kings County",2020-06-18,-34,-1,65,-48,-51,19,2020-06-18
"Kings County",2020-06-19,-37,-2,111,-43,-50,17,2020-06-19
"Kings County",2020-06-20,-39,-1,130,-35,-20,7,2020-06-20
"Kings County",2020-06-21,-40,-10,117,-36,-22,5,2020-06-21
"Kings County",2020-06-22,-32,-10,73,-45,-51,17,2020-06-22
"Kings County",2020-06-23,-28,0,89,-42,-51,16,2020-06-23
"Kings County",2020-06-24,-29,-3,80,-44,-50,17,2020-06-24
"Kings County",2020-06-25,-28,0,84,-44,-50,17,2020-06-25
"Kings County",2020-06-26,-33,-4,89,-41,-49,16,2020-06-26
"Kings County",2020-06-27,-39,-10,57,-36,-23,8,2020-06-27
"Kings County",2020-06-28,-36,-13,92,-35,-21,6,2020-06-28
"Kings County",2020-06-29,-26,-7,62,-43,-48,16,2020-06-29
"Kings County",2020-06-30,-25,-2,49,-44,-50,17,2020-06-30
"Kings County",2020-07-01,-26,-4,43,-46,-50,17,2020-07-01
"Kings County",2020-07-02,-18,8,97,-40,-49,14,2020-07-02
"Kings County",2020-07-03,-29,4,43,-47,-59,18,2020-07-03
"Kings County",2020-07-04,-44,-13,147,-38,-31,6,2020-07-04
"Kings County",2020-07-05,-38,-18,96,-37,-26,3,2020-07-05
"Kings County",2020-07-06,-32,-13,24,-47,-51,17,2020-07-06
"Kings County",2020-07-07,-24,2,65,-43,-51,16,2020-07-07
"Kings County",2020-07-08,-27,-3,43,-44,-50,16,2020-07-08
"Kings County",2020-07-09,-24,2,93,-42,-49,15,2020-07-09
"Kings County",2020-07-10,-48,-25,-37,-52,-52,21,2020-07-10
"Kings County",2020-07-11,-30,0,66,-34,-19,7,2020-07-11
"Kings County",2020-07-12,-30,-9,137,-30,-23,3,2020-07-12
"Kings County",2020-07-13,-24,-5,69,-42,-49,15,2020-07-13
"Kings County",2020-07-14,-20,1,96,-42,-50,15,2020-07-14
"Kings County",2020-07-15,-20,-2,87,-43,-48,15,2020-07-15
"Kings County",2020-07-16,-19,1,92,-43,-49,15,2020-07-16
"Kings County",2020-07-17,-29,-8,43,-44,-49,16,2020-07-17
"Kings County",2020-07-18,-28,-7,141,-30,-19,5,2020-07-18
"Kings County",2020-07-19,-31,-15,109,-34,-24,4,2020-07-19
"Kings County",2020-07-20,-26,-12,59,-45,-49,16,2020-07-20
"Kings County",2020-07-21,-22,-4,91,-42,-50,15,2020-07-21
"Kings County",2020-07-22,-27,-10,34,-46,-49,16,2020-07-22
"Kings County",2020-07-23,-22,-2,53,-45,-48,16,2020-07-23
"Kings County",2020-07-24,-32,-11,22,-45,-48,17,2020-07-24
"Kings County",2020-07-25,-25,-6,149,-28,-19,4,2020-07-25
"Kings County",2020-07-26,-29,-14,109,-33,-23,3,2020-07-26
"Kings County",2020-07-27,-23,-10,69,-43,-49,15,2020-07-27
"Kings County",2020-07-28,-23,-5,70,-43,-49,15,2020-07-28
"Kings County",2020-07-29,-22,-4,80,-43,-49,15,2020-07-29
"Kings County",2020-07-30,-24,-3,69,-45,-52,16,2020-07-30
"Kings County",2020-07-31,-27,-7,39,-42,-50,15,2020-07-31
"Kings County",2020-08-01,-25,-5,149,-28,-20,3,2020-08-01
"Kings County",2020-08-02,-29,-13,80,-36,-25,4,2020-08-02
"Kings County",2020-08-03,-20,-2,67,-41,-48,14,2020-08-03
"Kings County",2020-08-04,-38,-19,9,-50,-54,20,2020-08-04
"Kings County",2020-08-05,-17,0,91,-40,-49,13,2020-08-05
"Kings County",2020-08-06,-18,0,79,-41,-49,14,2020-08-06
"Kings County",2020-08-07,-29,-9,20,-42,-49,15,2020-08-07
"Kings County",2020-08-08,-25,-5,125,-30,-20,4,2020-08-08
"Kings County",2020-08-09,-26,-13,128,-29,-23,2,2020-08-09
"Kings County",2020-08-10,-21,-8,76,-43,-49,14,2020-08-10
"Kings County",2020-08-11,-21,-4,86,-42,-50,14,2020-08-11
"Kings County",2020-08-12,-25,-6,53,-44,-49,15,2020-08-12
"Kings County",2020-08-13,-26,-6,36,-45,-50,15,2020-08-13
"Kings County",2020-08-14,-26,-6,75,-40,-48,13,2020-08-14
"Kings County",2020-08-15,-28,-9,132,-29,-21,3,2020-08-15
"Kings County",2020-08-16,-39,-22,-9,-43,-29,6,2020-08-16
"Kings County",2020-08-17,-23,-9,57,-43,-49,14,2020-08-17
"Kings County",2020-08-18,-21,-5,92,-41,-49,14,2020-08-18
"Kings County",2020-08-19,-27,-11,41,-45,-49,15,2020-08-19
"Kings County",2020-08-20,-18,-2,93,-41,-48,13,2020-08-20
"Kings County",2020-08-21,-25,-7,66,-39,-48,13,2020-08-21
"Kings County",2020-08-22,-28,-10,114,-29,-21,3,2020-08-22
"Kings County",2020-08-23,-28,-15,83,-33,-24,3,2020-08-23
"Kings County",2020-08-24,-24,-11,52,-42,-48,14,2020-08-24
"Kings County",2020-08-25,-24,-8,52,-41,-50,14,2020-08-25
"Kings County",2020-08-26,-19,-5,80,-41,-48,13,2020-08-26
"Kings County",2020-08-27,-23,-7,52,-43,-49,14,2020-08-27
"Kings County",2020-08-28,-28,-9,48,-40,-47,13,2020-08-28
"Kings County",2020-08-29,-31,-11,50,-36,-23,6,2020-08-29
"Kings County",2020-08-30,-22,-12,138,-27,-23,1,2020-08-30
"Kings County",2020-08-31,-21,-10,57,-41,-48,13,2020-08-31
"Kings County",2020-09-01,-20,-3,59,-40,-49,14,2020-09-01
"Kings County",2020-09-02,-22,-5,35,-43,-48,14,2020-09-02
"Kings County",2020-09-03,-19,-1,55,-41,-48,13,2020-09-03
"Kings County",2020-09-04,-22,-3,66,-37,-47,12,2020-09-04
"Kings County",2020-09-05,-24,-5,123,-26,-23,2,2020-09-05
"Kings County",2020-09-06,-22,-11,113,-27,-23,1,2020-09-06
"Kings County",2020-09-07,-25,-15,102,-52,-68,17,2020-09-07
"Kings County",2020-09-08,-22,-3,63,-39,-49,12,2020-09-08
"Kings County",2020-09-09,-20,-2,51,-40,-47,13,2020-09-09
"Kings County",2020-09-10,-25,-4,16,-43,-49,15,2020-09-10
"Kings County",2020-09-11,-23,-4,67,-37,-45,12,2020-09-11
"Kings County",2020-09-12,-21,-6,130,-25,-20,3,2020-09-12
"Kings County",2020-09-13,-23,-10,87,-30,-22,4,2020-09-13
"Kings County",2020-09-14,-21,-7,54,-38,-43,13,2020-09-14
"Kings County",2020-09-15,-19,-3,57,-37,-44,13,2020-09-15
"Kings County",2020-09-16,-20,-5,53,-40,-45,13,2020-09-16
"Kings County",2020-09-17,-19,-2,60,-40,-45,13,2020-09-17
"Kings County",2020-09-18,-23,-5,45,-38,-44,13,2020-09-18
"Kings County",2020-09-19,-22,-7,99,-26,-21,5,2020-09-19
"Kings County",2020-09-20,-27,-16,64,-33,-28,3,2020-09-20
"Kings County",2020-09-21,-22,-9,34,-39,-45,14,2020-09-21
"Kings County",2020-09-22,-21,-5,46,-39,-45,14,2020-09-22
"Kings County",2020-09-23,-20,-4,56,-39,-43,13,2020-09-23
"Kings County",2020-09-24,-21,-2,51,-40,-44,13,2020-09-24
"Kings County",2020-09-25,-24,-6,46,-37,-42,12,2020-09-25
"Kings County",2020-09-26,-24,-7,94,-26,-19,3,2020-09-26
"Kings County",2020-09-27,-27,-13,71,-31,-23,3,2020-09-27
"Kings County",2020-09-28,-28,-14,39,-45,-54,14,2020-09-28
"Kings County",2020-09-29,-28,-9,1,-41,-45,14,2020-09-29
"Kings County",2020-09-30,-21,0,31,-41,-44,13,2020-09-30
"Kings County",2020-10-01,-18,6,46,-39,-43,12,2020-10-01
"Kings County",2020-10-02,-26,-3,17,-38,-42,13,2020-10-02
"Kings County",2020-10-03,-23,-3,83,-26,-19,5,2020-10-03
"Kings County",2020-10-04,-28,-13,54,-33,-27,3,2020-10-04
"Kings County",2020-10-05,-25,-5,31,-40,-46,14,2020-10-05
"Kings County",2020-10-06,-25,-1,48,-40,-47,13,2020-10-06
"Kings County",2020-10-07,-28,-5,26,-43,-46,14,2020-10-07
"Kings County",2020-10-08,-26,0,42,-41,-47,14,2020-10-08
"Kings County",2020-10-09,-30,-5,30,-39,-44,13,2020-10-09
"Kings County",2020-10-10,-29,-8,76,-27,-19,5,2020-10-10
"Kings County",2020-10-11,-34,-17,39,-36,-27,3,2020-10-11
"Kings County",2020-10-12,-43,-27,-49,-53,-56,20,2020-10-12
"Kings County",2020-10-13,-33,-7,-8,-42,-45,15,2020-10-13
"Kings County",2020-10-14,-24,0,44,-38,-42,13,2020-10-14
"Kings County",2020-10-15,-24,1,47,-37,-43,13,2020-10-15
"Kings County",2020-10-16,-43,-21,-36,-44,-44,17,2020-10-16
"Kings County",2020-10-17,-24,-2,66,-26,-18,4,2020-10-17
"Kings County",2020-10-18,-27,-11,53,-31,-20,4,2020-10-18
"Kings County",2020-10-19,-27,-7,26,-38,-42,14,2020-10-19
"Kings County",2020-10-20,-27,-5,27,-38,-43,14,2020-10-20
"Kings County",2020-10-21,-26,-3,28,-40,-42,14,2020-10-21
"Kings County",2020-10-22,-26,-1,39,-39,-43,14,2020-10-22
"Kings County",2020-10-23,-28,-4,21,-38,-41,13,2020-10-23
"Kings County",2020-10-24,-25,-4,69,-28,-18,3,2020-10-24
"Kings County",2020-10-25,-28,-10,24,-33,-21,5,2020-10-25
"Kings County",2020-10-26,-32,-12,-20,-41,-42,15,2020-10-26
"Kings County",2020-10-27,-24,0,31,-38,-42,13,2020-10-27
"Kings County",2020-10-28,-28,-5,1,-42,-42,14,2020-10-28
"Kings County",2020-10-29,-39,-19,-36,-48,-45,17,2020-10-29
"Kings County",2020-10-30,-33,-7,-26,-43,-43,15,2020-10-30
"Kings County",2020-10-31,-24,3,48,-29,-18,4,2020-10-31
"Kings County",2020-11-01,-35,-17,-16,-38,-23,6,2020-11-01
"Kings County",2020-11-02,-29,-6,-20,-42,-41,14,2020-11-02
"Kings County",2020-11-03,-24,2,7,-43,-48,15,2020-11-03
"Kings County",2020-11-04,-29,-8,18,-43,-42,15,2020-11-04
"Kings County",2020-11-05,-25,-2,33,-40,-42,14,2020-11-05
"Kings County",2020-11-06,-29,-7,27,-39,-40,14,2020-11-06
"Kings County",2020-11-07,-23,-6,112,-26,-16,3,2020-11-07
"Kings County",2020-11-08,-24,-11,83,-30,-18,4,2020-11-08
"Kings County",2020-11-09,-27,-8,34,-40,-40,14,2020-11-09
"Kings County",2020-11-10,-24,-3,41,-38,-41,13,2020-11-10
"Kings County",2020-11-11,-32,-13,-16,-48,-49,18,2020-11-11
"Kings County",2020-11-12,-34,-8,-27,-44,-43,16,2020-11-12
"Kings County",2020-11-13,-34,-8,-24,-42,-41,15,2020-11-13
"Kings County",2020-11-14,-26,-3,38,-28,-17,5,2020-11-14
"Kings County",2020-11-15,-32,-13,-3,-37,-21,6,2020-11-15
"Kings County",2020-11-16,-29,-9,-4,-41,-41,14,2020-11-16
"Kings County",2020-11-17,-31,-7,-13,-42,-42,15,2020-11-17
"Kings County",2020-11-18,-32,-9,-22,-44,-42,15,2020-11-18
"Kings County",2020-11-19,-29,-3,-9,-44,-43,15,2020-11-19
"Kings County",2020-11-20,-30,-5,7,-41,-42,15,2020-11-20
"Kings County",2020-11-21,-26,-3,51,-29,-16,5,2020-11-21
"Kings County",2020-11-22,-30,-11,-6,-37,-18,6,2020-11-22
"Kings County",2020-11-23,-30,-7,-21,-43,-43,15,2020-11-23
"Kings County",2020-11-24,-24,7,-1,-41,-43,14,2020-11-24
"Kings County",2020-11-25,-18,23,5,-42,-43,13,2020-11-25
"Kings County",2020-11-26,-58,-19,-12,-65,-72,24,2020-11-26
"Kings County",2020-11-27,-37,-21,10,-52,-57,18,2020-11-27
"Kings County",2020-11-28,-34,-18,22,-37,-20,6,2020-11-28
"Kings County",2020-11-29,-30,-18,22,-37,-18,5,2020-11-29
"Kings County",2020-11-30,-43,-28,-38,-49,-45,18,2020-11-30
"Kings County",2020-12-01,-27,-3,-12,-42,-43,15,2020-12-01
"Kings County",2020-12-02,-30,-7,-23,-45,-43,16,2020-12-02
"Kings County",2020-12-03,-27,-2,-6,-44,-43,15,2020-12-03
"Kings County",2020-12-04,-36,-11,-29,-45,-42,16,2020-12-04
"Kings County",2020-12-05,-37,-16,-30,-41,-21,9,2020-12-05
"Kings County",2020-12-06,-30,-13,-14,-38,-19,6,2020-12-06
"Kings County",2020-12-07,-31,-10,-21,-44,-42,15,2020-12-07
"Kings County",2020-12-08,-31,-9,-23,-45,-42,15,2020-12-08
"Kings County",2020-12-09,-33,-11,-28,-47,-43,16,2020-12-09
"Kings County",2020-12-10,-28,-2,-2,-45,-43,15,2020-12-10
"Kings County",2020-12-11,-31,-7,1,-43,-42,15,2020-12-11
"Kings County",2020-12-12,-31,-8,9,-36,-18,7,2020-12-12
"Kings County",2020-12-13,-26,-10,36,-36,-19,5,2020-12-13
"Kings County",2020-12-14,-37,-17,-36,-48,-44,17,2020-12-14
"Kings County",2020-12-15,-24,7,-11,-42,-43,14,2020-12-15
"Kings County",2020-12-16,-38,-4,-33,-49,-46,18,2020-12-16
"Kings County",2020-12-17,-58,-40,-25,-61,-62,28,2020-12-17
"Kings County",2020-12-18,-42,-19,-34,-45,-45,18,2020-12-18
"Kings County",2020-12-19,-35,-12,-9,-35,-21,8,2020-12-19
"Kings County",2020-12-20,-35,-16,-26,-38,-21,7,2020-12-20
"Kings County",2020-12-21,-26,-5,-17,-42,-43,14,2020-12-21
"Kings County",2020-12-22,-21,3,-16,-42,-44,13,2020-12-22
"Kings County",2020-12-23,-15,13,-10,-43,-43,12,2020-12-23
"Kings County",2020-12-24,-19,24,-15,-49,-53,15,2020-12-24
"Kings County",2020-12-25,-75,-48,-52,-74,-77,28,2020-12-25
"Kings County",2020-12-26,-46,-26,-27,-49,-27,9,2020-12-26
"Kings County",2020-12-27,-40,-25,-15,-45,-21,7,2020-12-27
"Kings County",2020-12-28,-30,-12,-6,-47,-47,16,2020-12-28
"Kings County",2020-12-29,-30,-8,-18,-48,-49,16,2020-12-29
"Kings County",2020-12-30,-25,2,-15,-48,-48,15,2020-12-30
"Kings County",2020-12-31,-24,12,-26,-51,-54,17,2020-12-31
"Kings County",2021-01-01,-64,-45,-38,-72,-75,28,2021-01-01
"Kings County",2021-01-02,-38,-15,12,-43,-26,8,2021-01-02
"Kings County",2021-01-03,-48,-30,-48,-51,-25,9,2021-01-03
"Kings County",2021-01-04,-34,-10,-19,-47,-44,16,2021-01-04
"Kings County",2021-01-05,-33,-7,-15,-47,-45,16,2021-01-05
"Kings County",2021-01-06,-35,-11,-16,-49,-44,17,2021-01-06
"Kings County",2021-01-07,-35,-8,-12,-50,-45,17,2021-01-07
"Kings County",2021-01-08,-39,-13,-26,-49,-44,17,2021-01-08
"Kings County",2021-01-09,-38,-13,-10,-43,-23,8,2021-01-09
"Kings County",2021-01-10,-37,-18,-2,-45,-22,8,2021-01-10
"Kings County",2021-01-11,-37,-15,-22,-49,-43,17,2021-01-11
"Kings County",2021-01-12,-33,-9,-3,-48,-45,16,2021-01-12
"Kings County",2021-01-13,-35,-12,-16,-50,-44,16,2021-01-13
"Kings County",2021-01-14,-34,-11,-2,-50,-46,16,2021-01-14
"Kings County",2021-01-15,-41,-17,-29,-51,-46,16,2021-01-15
"Kings County",2021-01-16,-40,-17,-5,-45,-25,8,2021-01-16
"Kings County",2021-01-17,-39,-22,-11,-47,-25,7,2021-01-17
"Kings County",2021-01-18,-33,-17,-6,-57,-57,19,2021-01-18
"Kings County",2021-01-19,-37,-14,-18,-49,-46,16,2021-01-19
"Kings County",2021-01-20,-39,-19,-29,-53,-46,17,2021-01-20
"Kings County",2021-01-21,-36,-12,-18,-51,-46,16,2021-01-21
"Kings County",2021-01-22,-39,-14,-23,-49,-45,16,2021-01-22
"Kings County",2021-01-23,-41,-20,-24,-46,-26,8,2021-01-23
"Kings County",2021-01-24,-43,-25,-30,-50,-26,8,2021-01-24
"Kings County",2021-01-25,-38,-18,-24,-50,-45,16,2021-01-25
"Kings County",2021-01-26,-43,-22,-38,-52,-48,18,2021-01-26
"Kings County",2021-01-27,-37,-15,-24,-51,-45,16,2021-01-27
"Kings County",2021-01-28,-38,-14,-29,-52,-47,17,2021-01-28
"Kings County",2021-01-29,-47,-24,-47,-53,-47,18,2021-01-29
"New York County",2020-02-15,2,-5,0,-1,0,0,2020-02-15
"New York County",2020-02-16,6,-2,4,1,-2,0,2020-02-16
"New York County",2020-02-17,-5,-12,13,-25,-51,10,2020-02-17
"New York County",2020-02-18,0,-2,5,-5,-6,2,2020-02-18
"New York County",2020-02-19,2,-1,15,-1,-4,1,2020-02-19
"New York County",2020-02-20,3,-1,6,-1,-5,1,2020-02-20
"New York County",2020-02-21,-2,-5,-7,-4,-5,2,2020-02-21
"New York County",2020-02-22,6,4,25,5,7,-1,2020-02-22
"New York County",2020-02-23,0,2,18,1,2,-1,2020-02-23
"New York County",2020-02-24,1,1,17,1,4,0,2020-02-24
"New York County",2020-02-25,-3,-3,3,-1,3,1,2020-02-25
"New York County",2020-02-26,-1,0,4,-1,3,0,2020-02-26
"New York County",2020-02-27,1,2,6,0,3,0,2020-02-27
"New York County",2020-02-28,0,1,-6,0,3,0,2020-02-28
"New York County",2020-02-29,1,2,-2,-1,6,0,2020-02-29
"New York County",2020-03-01,-3,2,-7,-3,1,0,2020-03-01
"New York County",2020-03-02,3,6,17,-3,4,0,2020-03-02
"New York County",2020-03-03,0,6,5,-1,3,0,2020-03-03
"New York County",2020-03-04,3,9,13,-3,2,0,2020-03-04
"New York County",2020-03-05,2,10,14,-2,2,0,2020-03-05
"New York County",2020-03-06,-8,-3,-18,-4,-1,3,2020-03-06
"New York County",2020-03-07,1,9,8,-2,7,0,2020-03-07
"New York County",2020-03-08,-5,3,11,-4,0,0,2020-03-08
"New York County",2020-03-09,0,6,34,-7,-3,2,2020-03-09
"New York County",2020-03-10,-6,7,12,-11,-7,4,2020-03-10
"New York County",2020-03-11,-10,7,9,-15,-12,5,2020-03-11
"New York County",2020-03-12,-19,20,-4,-20,-18,8,2020-03-12
"New York County",2020-03-13,-30,12,-18,-30,-26,10,2020-03-13
"New York County",2020-03-14,-37,7,-14,-35,-9,5,2020-03-14
"New York County",2020-03-15,-46,-2,-28,-42,-17,7,2020-03-15
"New York County",2020-03-16,-48,-4,-40,-48,-48,18,2020-03-16
"New York County",2020-03-17,-61,-9,-40,-55,-55,21,2020-03-17
"New York County",2020-03-18,-65,-15,-38,-59,-58,22,2020-03-18
"New York County",2020-03-19,-70,-25,-51,-63,-62,25,2020-03-19
"New York County",2020-03-20,-71,-21,-49,-64,-63,26,2020-03-20
"New York County",2020-03-21,-76,-23,-51,-67,-41,15,2020-03-21
"New York County",2020-03-22,-81,-38,-66,-73,-48,16,2020-03-22
"New York County",2020-03-23,-83,-57,-79,-77,-75,32,2020-03-23
"New York County",2020-03-24,-79,-39,-56,-73,-74,29,2020-03-24
"New York County",2020-03-25,-82,-48,-70,-75,-75,31,2020-03-25
"New York County",2020-03-26,-81,-42,-56,-75,-75,31,2020-03-26
"New York County",2020-03-27,-81,-45,-59,-75,-74,32,2020-03-27
"New York County",2020-03-28,-86,-50,-77,-77,-56,20,2020-03-28
"New York County",2020-03-29,-86,-51,-79,-78,-57,19,2020-03-29
"New York County",2020-03-30,-82,-50,-68,-77,-77,31,2020-03-30
"New York County",2020-03-31,-83,-49,-67,-78,-78,32,2020-03-31
"New York County",2020-04-01,-82,-46,-62,-78,-77,31,2020-04-01
"New York County",2020-04-02,-84,-47,-67,-79,-78,33,2020-04-02
"New York County",2020-04-03,-85,-50,-79,-79,-78,34,2020-04-03
"New York County",2020-04-04,-85,-43,-62,-77,-57,19,2020-04-04
"New York County",2020-04-05,-85,-47,-67,-78,-56,18,2020-04-05
"New York County",2020-04-06,-83,-48,-61,-79,-77,31,2020-04-06
"New York County",2020-04-07,-85,-47,-60,-80,-78,32,2020-04-07
"New York County",2020-04-08,-87,-49,-65,-81,-79,32,2020-04-08
"New York County",2020-04-09,-87,-51,-72,-81,-80,34,2020-04-09
"New York County",2020-04-10,-88,-50,-77,-81,-79,35,2020-04-10
"New York County",2020-04-11,-86,-42,-61,-78,-55,19,2020-04-11
"New York County",2020-04-12,-88,-51,-62,-78,-56,18,2020-04-12
"New York County",2020-04-13,-89,-63,-78,-83,-79,34,2020-04-13
"New York County",2020-04-14,-85,-45,-60,-79,-77,31,2020-04-14
"New York County",2020-04-15,-85,-47,-64,-80,-77,32,2020-04-15
"New York County",2020-04-16,-86,-46,-67,-80,-77,32,2020-04-16
"New York County",2020-04-17,-87,-48,-73,-80,-76,33,2020-04-17
"New York County",2020-04-18,-88,-46,-74,-79,-54,20,2020-04-18
"New York County",2020-04-19,-86,-44,-53,-76,-51,17,2020-04-19
"New York County",2020-04-20,-85,-49,-65,-79,-76,31,2020-04-20
"New York County",2020-04-21,-87,-53,-69,-81,-77,32,2020-04-21
"New York County",2020-04-22,-85,-46,-63,-80,-76,31,2020-04-22
"New York County",2020-04-23,-86,-47,-68,-80,-77,32,2020-04-23
"New York County",2020-04-24,-87,-52,-78,-81,-76,34,2020-04-24
"New York County",2020-04-25,-84,-36,-42,-75,-49,17,2020-04-25
"New York County",2020-04-26,-89,-54,-80,-79,-55,19,2020-04-26
"New York County",2020-04-27,-84,-49,-69,-79,-75,31,2020-04-27
"New York County",2020-04-28,-83,-41,-42,-78,-75,23,2020-04-28
"New York County",2020-04-29,-85,-47,-65,-79,-76,31,2020-04-29
"New York County",2020-04-30,-85,-49,-71,-80,-77,32,2020-04-30
"New York County",2020-05-01,-84,-43,-66,-78,-74,31,2020-05-01
"New York County",2020-05-02,-81,-31,-28,-73,-45,15,2020-05-02
"New York County",2020-05-03,-82,-38,-36,-74,-47,14,2020-05-03
"New York County",2020-05-04,-81,-43,-57,-77,-74,29,2020-05-04
"New York County",2020-05-05,-81,-39,-51,-77,-74,29,2020-05-05
"New York County",2020-05-06,-84,-47,-68,-78,-75,31,2020-05-06
"New York County",2020-05-07,-81,-36,-45,-76,-74,29,2020-05-07
"New York County",2020-05-08,-84,-45,-74,-78,-73,32,2020-05-08
"New York County",2020-05-09,-83,-33,-63,-75,-48,17,2020-05-09
"New York County",2020-05-10,-81,-36,-45,-73,-46,14,2020-05-10
"New York County",2020-05-11,-82,-49,-65,-77,-73,29,2020-05-11
"New York County",2020-05-12,-81,-38,-49,-76,-73,28,2020-05-12
"New York County",2020-05-13,-81,-39,-46,-75,-73,28,2020-05-13
"New York County",2020-05-14,-80,-39,-45,-76,-73,29,2020-05-14
"New York County",2020-05-15,-80,-39,-46,-74,-71,28,2020-05-15
"New York County",2020-05-16,-79,-32,-26,-71,-43,13,2020-05-16
"New York County",2020-05-17,-80,-37,-37,-72,-44,13,2020-05-17
"New York County",2020-05-18,-79,-42,-52,-75,-71,28,2020-05-18
"New York County",2020-05-19,-79,-38,-46,-74,-72,28,2020-05-19
"New York County",2020-05-20,-79,-38,-43,-74,-71,27,2020-05-20
"New York County",2020-05-21,-78,-35,-40,-74,-71,27,2020-05-21
"New York County",2020-05-22,-79,-38,-51,-73,-69,27,2020-05-22
"New York County",2020-05-23,-83,-43,-67,-75,-44,17,2020-05-23
"New York County",2020-05-24,-78,-34,-29,-70,-41,11,2020-05-24
"New York County",2020-05-25,-81,-48,-30,-80,-80,26,2020-05-25
"New York County",2020-05-26,-77,-37,-32,-72,-69,25,2020-05-26
"New York County",2020-05-27,-77,-36,-32,-72,-69,26,2020-05-27
"New York County",2020-05-28,-78,-36,-45,-73,-70,27,2020-05-28
"New York County",2020-05-29,-79,-38,-49,-72,-68,27,2020-05-29
"New York County",2020-05-30,-76,-27,-15,-66,-30,11,2020-05-30
