Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
M,Completely Locked,06/22/2020 04:11:41 PM,M154,M154,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W. 45 St. bet. 9 Ave. and 10 Ave.,Mathews-Palmer Playground,POINT (-73.99285552744134 40.76128980892847),Adults Allowed,M154-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
Q,Completely Locked,06/19/2020 08:01:22 AM,Q430,Q430,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,253 St. bet. 149 Ave. and 149 Rd.,Sunrise Playground,POINT (-73.7364998171036 40.65252715775223),Adults Allowed,Q430-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 08:01:17 AM,413,Q-13
R,Completely Locked,06/22/2020 02:46:25 PM,R026,R026,,Reopened,false,Not Applicable,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,Gerard P. Dugan Playground,POINT (-74.11141881136726 40.561870488543725),Adults Allowed,R026-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
X,Not Lockable,06/22/2020 10:09:09 AM,X010,X010-03,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Crotona N Bet Waterloo, Marmion",Crotona Playground (3),POINT (-73.88918769409507 40.83912747126499),Adults not allowed in some locations,X010-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
M,Partially Locked,06/22/2020 12:54:15 PM,M198,M198,,Reopened,true,Level 1: Playgrounds for All Children,"Lenox Ave, W. 113 St. To W. 114 St.","Martin Luther King, Jr. Playground",POINT (-73.95023374409388 40.80045513359205),Unknown,M198-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
R,Completely Locked,06/19/2020 01:55:29 PM,R038,R038,,Reopened,,,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",Midland Playground,POINT (-74.098808665886 40.574900248794975),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,502,R-02B
B,Completely Locked,06/22/2020 04:19:50 PM,B210F,B210F,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hamilton Ave., Nelson St. Clinton St.",Admiral Triangle,POINT (-74.00105712210463 40.67691052153183),Adults not allowed in some locations,B210F-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
Q,Completely Locked,06/21/2020 02:55:40 PM,Q096E,Q096E,,Reopened,false,Not Applicable,N. Conduit Ave. bet. Lefferts Blvd. and 122 St.,Lefferts Playground,POINT (-73.821304148219 40.665473306226495),Unknown,Q096E-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
B,Completely Locked,06/22/2020 01:35:04 PM,B279,B279,,Reopened,false,Not Applicable,Ave. K between E. 100 St. and E. 101 St.,Wilson Playground,POINT (-73.89524581539555 40.643232952172745),Adults Allowed,B279-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
Q,Not Lockable,06/23/2020 11:45:24 AM,Q333,Q333,,Reopened,false,Not Applicable,21 St. bet. 34 Ave. and 35 Ave.,Ravenswood Playground,POINT (-73.93585688738462 40.76223579027581),Adults Allowed,Q333-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:45:22 AM,401,Q-01
Q,Completely Locked,06/21/2020 01:40:45 PM,Q041,Q041,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"56 Ave., 92 St.",Newtown Playground,POINT (-73.86935915088847 40.73623706221341),Adults Allowed,Q041-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:30:00 PM,404,Q-04
M,Completely Locked,06/19/2020 01:01:40 PM,M113,M113,,UnderConstruction,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 12 St. bet. Ave. A and Ave. B,Joseph C. Sauer Park,POINT (-73.97992033756003 40.728218007606),Adults not allowed in some locations,M113-CPA-0001,03/31/2020 07:11:11 PM,,103,M-03
B,Not Lockable,06/22/2020 03:35:31 PM,B350,B350,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,Stroud Playground,POINT (-73.9623791996071 40.6749748723643),Unknown,B350-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,308,B-08
R,Completely Locked,06/19/2020 01:54:28 PM,R046,R046-05,,Reopened,,,,Playland Playground,POINT (-74.06752237610642 40.58891429251966),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,595,R-02B
Q,Completely Locked,06/21/2020 04:56:36 PM,Q163,Q163-02,,Reopened,,,,Sandpiper Playground,POINT (-73.82768662288156 40.580140786121255),,,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
Q,Partially Locked,06/23/2020 11:10:39 AM,Q352,Q352,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,82 Ave. bet. 256 St. and 257 St.,Hillside Playground,POINT (-73.71296915125657 40.74073556738071),Adults Allowed,Q352-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:37 AM,413,Q-13
M,Completely Locked,06/22/2020 04:11:41 PM,M277,M277,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,10 Ave. bet. W. 47 St. and W. 48 St.,Hell's Kitchen Park,POINT (-73.99261479104096 40.762947507955566),Adults Allowed,M277-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
Q,Partially Locked,06/21/2020 10:11:32 AM,Q001A,Q001A-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Winchester Blvd, Union Tpke",Alley Athletic Playground,POINT (-73.73432377493528 40.73940105285009),Unknown,Q001A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 10:11:29 AM,413,Q-07A
B,Partially Locked,06/24/2020 10:45:46 AM,B271,B271,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ditmas Ave. bet. E. 92 St. and E. 91 St.,Railroad Playground,POINT (-73.9138834398006 40.64904283513569),Adults Allowed,B271-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,317,B-17
X,Completely Locked,06/22/2020 10:56:11 AM,X159,X159,,UnderConstruction,false,Not Applicable,E. 174 St. bet. Bronx River Ave. and E. 173 St.,Playground 174,POINT (-73.8780174067837 40.8343830882125),Adults Allowed,X159-CPA-0001,03/31/2020 07:11:11 PM,,209,X-09
M,Completely Locked,06/22/2020 01:07:47 PM,M183,M183,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Park Ave. bet. E 108 St. and E. 109 St.,Peter Minuit Playground,POINT (-73.94738841072217 40.794606287199485),Adults Allowed,M183-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
Q,Completely Locked,06/21/2020 06:55:59 PM,Q401,Q401,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Queens Blvd. bet. 62 Ave. and 62 Rd.,Lost Battalion Hall Recreation Center,POINT (-73.8649288762775 40.732518290690074),Adults not allowed in some locations,Q401-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
M,Completely Locked,06/22/2020 05:19:37 PM,M203E,M203E,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 42 St. bet. 1 Ave. and 2 Ave.,Tudor Grove Playground,POINT (-73.97115196506141 40.749018862175035),Adults not allowed in some locations,M203E-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
X,Completely Locked,06/22/2020 09:50:34 AM,X115,X115,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Morris Av bet. Mc Clellan St and E 166 St,Mott Playground,POINT (-73.91483552985238 40.83107392845389),Adults Allowed,X115-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
B,Completely Locked,06/22/2020 01:55:05 PM,B296,B296,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Surf Ave. between W. 12 St. and W. 8 St.,Luna Playground,POINT (-73.97912259153284 40.576200823091895),Adults Allowed,B296-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
X,Completely Locked,06/22/2020 10:55:47 AM,X004,X004-04,,Reopened,false,Not Applicable,E 174 & Bronx River Pkwy,Metcalf Playground,POINT (-73.87359917164187 40.83462765512788),Adults not allowed in some locations,X004-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
M,Completely Locked,06/22/2020 10:40:58 AM,M003,M003,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Convent and Amsterdam Av, W 135 St",Annunciation Playground,POINT (-73.95186971535111 40.81854297930551),Adults Allowed,M003-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
M,Completely Locked,06/22/2020 03:44:19 PM,M138,M138,,UnderConstruction,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W. 150 St., W/s 7 Ave.",Bill Bojangles Robinson Playground,POINT (-73.93730612522704 40.82520869603824),Adults Allowed,M138-CPA-0001,03/31/2020 07:11:11 PM,,110,M-10
X,Partially Locked,06/22/2020 10:04:14 AM,X166,X166,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Tinton Av bet. E 166 St and E 165 St,Behagen Playground,POINT (-73.90119104664835 40.82534206980978),Adults Allowed,X166-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
Q,Partially Locked,06/23/2020 11:11:01 AM,Q082,Q082,,Reopened,false,Not Applicable,Robard La. bet. Hollis Ave. and Montery St.,Wayanda Park,POINT (-73.73873148768278 40.71102959835554),Adults Allowed,Q082-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:59 AM,413,Q-13
B,Completely Locked,06/22/2020 01:14:38 PM,B234,B234,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Tilden Ave. between E. 48 St. and E. 49 St.,Tilden Playground,POINT (-73.9312076322319 40.647755128821366),Adults Allowed,B234-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,317,B-17
M,Partially Locked,06/22/2020 03:25:31 PM,M071,M071-03,,Reopened,false,Not Applicable,W 74 St,Classic Plgd,POINT (-73.98619716134192 40.783371957280615),Unknown,M071-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-14
Q,Completely Locked,06/22/2020 02:27:14 PM,Q013,Q013,,Reopened,false,Not Applicable,"Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.",Veterans Grove,POINT (-73.8775495861626 40.742721186344),Adults not allowed in some locations,Q013-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 02:27:11 PM,404,Q-04
B,Completely Locked,06/22/2020 03:08:53 PM,B529,B529,true,Reopened,,,,Bushwick Inlet,POINT (-73.96138190825654 40.7223997225046),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
R,Partially Locked,06/22/2020 02:06:41 PM,R087,R087,,Reopened,false,Not Applicable,Mason Ave. bet. Buel Ave. and Dongan Hills Ave.,Dongan Playground,POINT (-74.08974648257426 40.58307234281071),Adults Allowed,R087-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
R,Not Lockable,06/22/2020 02:28:00 PM,R065,R065-01,,Reopened,false,Not Applicable,Inside Willowbrook Park Adj To Carousel For All Children,Willowbrook (Carousel) Adventure Station,POINT (-74.158018438054 40.60313905662303),Unknown,R065-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
B,Completely Locked,06/22/2020 04:20:06 PM,B210A,B210A,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,3 Ave. bet. 64 St. and 65 St.,John Allen Payne Playground,POINT (-74.02368436312263 40.63987553638941),Unknown,B210A-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,307,B-07
B,Completely Locked,06/22/2020 04:20:06 PM,B098,B098,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,2 Ave. bet. 55 St. and 56 St.,Martin Luther Playground,POINT (-74.01990770394158 40.64577250184221),Adults Allowed,B098-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,307,B-07
M,Completely Locked,06/22/2020 03:15:47 PM,M120B,M120B,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"S/s W. Houston St., Ave. of Americas",Playground of the Americas,POINT (-74.00273182209905 40.72799147943754),Adults not allowed in some locations,M120B-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,102,M-02
B,Completely Locked,06/22/2020 03:35:31 PM,B161,B161,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Underhill Ave. bet. Prospect Pl. and Park Pl.,Underhill Playground,POINT (-73.96578839371443 40.67661386239499),Adults Allowed,B161-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,308,B-08
B,Completely Locked,06/22/2020 01:55:05 PM,B337,B337,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. Brighton Ave. between W. 2 St. and W. 3 St.,Century Playground,POINT (-73.9700624450879 40.576739860660666),Adults Allowed,B337-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
X,Completely Locked,07/06/2020 12:48:23 PM,X150E,X150E,,Reopened,,,"Landing Rd., Major Deegan Exwy., Bailey",Fordham Landing Playground,POINT (-73.91028042000406 40.86336731169044),,,03/31/2020 07:11:11 PM,07/06/2020 12:00:00 AM,207,X-07
B,Completely Locked,06/22/2020 02:32:19 PM,B016,B016-01,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Knickerbocker St Entrance,Maria Hernandez Park Playground,POINT (-73.9242162230744 40.7027729266613),Adults not allowed in some locations,B016-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,304,B-04
M,Completely Locked,06/19/2020 10:12:30 AM,M067,M067,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Henry St., Market St., E. Broadway",Sophie Irene Loeb,POINT (-73.99431292062546 40.7132593794185),Adults not allowed in some locations,M067-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
X,Partially Locked,06/22/2020 10:46:38 AM,X092,X092-06,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W 239 St, Van Cortlandt East",Woodlawn Plgd,POINT (-73.8721285386579 40.900208330210205),Unknown,X092-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,226,X-13
X,Completely Locked,06/22/2020 10:30:43 AM,X013,X013-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"University Ave & Fr Zeiser Pl, Near W 188 St",Devoe Park,POINT (-73.90464042034074 40.86395953944005),Adults Allowed,X013-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-05
X,Completely Locked,06/22/2020 10:13:25 AM,X155,X155,,UnderConstruction,false,Not Applicable,E. 148 St. bet. Morris Ave. and College Ave.,Patterson Playground,POINT (-73.92323101478165 40.81580990075503),Adults not allowed in some locations,X155-CPA-0001,03/31/2020 07:11:11 PM,,201,X-01
Q,Completely Locked,06/22/2020 02:19:29 PM,Q415,Q415,,Reopened,false,Not Applicable,37 Av bet. 112 and 113 Sts,Louis Armstrong Playground,POINT (-73.8553087514092 40.75475078252132),Adults Allowed,Q415-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 02:19:27 PM,403,Q-03
Q,Not Lockable,06/19/2020 08:13:43 AM,Q107,Q107-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,147 Ave & 184 St,Springfield Playground,POINT (-73.76225547892867 40.660073000683056),Unknown,Q107-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 08:13:40 AM,413,Q-13
B,Completely Locked,06/22/2020 01:06:48 PM,B144,B144,,Reopened,false,Not Applicable,"Dean St., Bergen St. bet. Rockaway Ave.and Hopkinson Ave.",Ocean Hill Playground,POINT (-73.91180894097702 40.67462731035088),Adults Allowed,B144-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
B,Completely Locked,06/22/2020 04:15:01 PM,B164,B164,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Shore Pkwy. bet. Bay 14 St. and Bay 16 St.,Bath Beach Park,POINT (-74.01134294813393 40.602826851097674),Adults not allowed in some locations,B164-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,311,B-11
M,Completely Locked,06/22/2020 11:45:00 AM,M042,M042-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Payson & Dyckman Sts,Payson Plgd,POINT (-73.92871138133974 40.86717442535105),Adults Allowed,M042-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12
Q,Completely Locked,06/21/2020 10:11:32 AM,Q012,Q012-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,34 Ave & 214 Pl,Buz O'Rourke Playground,POINT (-73.77144851661154 40.77100448986586),Unknown,Q012-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 10:11:29 AM,411,Q-07A
B,Completely Locked,06/23/2020 10:09:07 AM,B073,B073-02,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,4 St & Prospect Pk W,Third St Plgd,POINT (-73.97288139698679 40.66719774815106),Unknown,B073-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,355,B-19
X,Completely Locked,06/22/2020 11:08:41 AM,X126,X126-ZN04,,Reopened,false,Not Applicable,Balcom Ave Btw Schley & Miles Aves,Ferry Point Park Zone 4,POINT (-73.8261409971226 40.819949891544645),Adults not allowed in some locations,X126-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,210,X-10
Q,Partially Locked,06/22/2020 01:06:27 PM,Q314,Q314,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,67 Ave. bet. 173 St. and 174 St.,Fresh Meadows Playground,POINT (-73.7964406711299 40.734366259309816),Adults Allowed,Q314-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
B,Completely Locked,06/22/2020 04:15:01 PM,B099,B099,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"16 Ave., New Utrecht Ave. bet. 70 St. and 71 St.",Lt. Joseph Petrosino Park,POINT (-73.99842438009131 40.61914364891193),Adults Allowed,B099-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,311,B-11
B,Completely Locked,06/22/2020 01:55:05 PM,B337,B337,,Reopened,false,Not Applicable,W. Brighton Ave. between W. 2 St. and W. 3 St.,Century Playground,POINT (-73.97115583360859 40.57716991649818),Adults not allowed in some locations,B337-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
B,Completely Locked,06/22/2020 01:06:12 PM,B260,B260,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Mother Gaston Blvd. and Glenmore Ave.,Howard Playground,POINT (-73.90773266195724 40.67172259832273),Adults Allowed,B260-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
M,Completely Locked,06/19/2020 12:40:26 PM,M107,M107-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,West Of Hell Gate Bridge,Scylla Playground,POINT (-73.9255957500594 40.78395160776719),Unknown,M107-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,111,M-11R
M,Completely Locked,06/22/2020 11:44:29 AM,M029,M029-02,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Broadway & Dyckman St,Anne Loftus Plgd,POINT (-73.9291780144028 40.864997460756626),Unknown,M029-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12
B,Completely Locked,06/22/2020 03:10:08 PM,B223R,B223R,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Hope St., Marcy Ave., Metropolitan Ave.",Jaime Campiz Playground,POINT (-73.95420923682777 40.7137297916574),Adults Allowed,B223R-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
B,Completely Locked,06/22/2020 04:41:13 PM,B321,B321,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Dekalb Ave. between Adelphi St. and Carlton Ave.,Edmonds Playground,POINT (-73.9718147905507 40.68927635408039),Adults Allowed,B321-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
Q,Partially Locked,06/21/2020 01:11:01 PM,Q126,Q126-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"3 Ave, Whitestone Bridge Approach",Francis Lewis Playground,POINT (-73.8246092869839 40.79647978305262),Unknown,Q126-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:10:59 PM,407,Q-07
B,Completely Locked,06/23/2020 10:01:04 AM,B216,B216,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Marcus Garvey Blvd. bet. Monore St. and Madison St.,Raymond Bush Playground,POINT (-73.9389582470139 40.68648340007733),Adults Allowed,B216-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
B,Completely Locked,06/22/2020 03:08:09 PM,B025,B025-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Sharon & Olive Sts, Morgan Ave",Carnegie Plgd,POINT (-73.93740729300777 40.715961714209335),Adults not allowed in some locations,B025-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
X,Completely Locked,06/22/2020 10:29:37 AM,X001,X001-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 181 St & Aqueduct Ave,Aqueduct Lands Plgd,POINT (-73.90881419352682 40.857454144836076),Adults not allowed in some locations,X001-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
M,Completely Locked,06/22/2020 11:05:17 AM,M184,M184,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W. 64 St., bet. Amsterdam Ave. and West End Ave.",Samuel N. Bennerson 2nd Playground,POINT (-73.98714802838056 40.77382322959232),Unknown,M184-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-07
Q,Partially Locked,06/23/2020 11:11:01 AM,Q322,Q322,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Hillside Ave. bet. 207 St. and 208 St.,Bellaire Playground,POINT (-73.75813019785774 40.72165745201505),Adults Allowed,Q322-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:59 AM,413,Q-13
B,Completely Locked,06/22/2020 03:28:45 PM,B066,B066-01,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"67 St & Colonial Rd, North Of B066-02",Owls Head Park,POINT (-74.0304745244033 40.64003035206135),Unknown,B066-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,310,B-10
Q,Partially Locked,06/21/2020 03:03:32 PM,Q427,Q427,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,134 Rd. and 173 St.,South Rochdale Playground,POINT (-73.76891851416711 40.67404502605311),Adults Allowed,Q427-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
Q,Completely Locked,06/22/2020 01:03:49 PM,Q376,Q376,,Reopened,,,,Cedar Grove Playground,POINT (-73.82447014460872 40.736161178299305),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
M,Completely Locked,06/22/2020 11:05:46 AM,M244,M244,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",Sol Bloom Playground,POINT (-73.96878616173191 40.789784225518595),Adults Allowed,M244-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-07
B,Completely Locked,06/22/2020 03:28:45 PM,B052,B052-01,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"66-67 Sts, 5th Ave",Millennium Playground,POINT (-74.019524533345 40.635609672596736),Unknown,B052-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,310,B-10
Q,Partially Locked,06/23/2020 12:29:29 PM,Q437,Q437,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Murray St. bet. Barclay Ave. and Sanford Ave.,Murray Hill Playground,POINT (-73.81181034154777 40.761493321030855),Adults Allowed,Q437-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:29:28 PM,407,Q-07
R,Completely Locked,06/22/2020 02:24:28 PM,R129,R129-01,,Reopened,false,Not Applicable,"Brielle Ave, Rockland Ave, Walcott Ave",Greenbelt Recreation Center Playground,POINT (-74.139060636844 40.592534548905796),Unknown,R129-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
X,Completely Locked,06/22/2020 10:11:54 AM,X138,X138,,UnderConstruction,,,E. 133 St. and Bruckner Blvd. bet. St Ann's Pl. and Cypress Ave.,Playground One Thirty Four CXXXIV,POINT (-73.91821831664133 40.803583522673065),,,03/31/2020 07:11:11 PM,,201,X-01
R,Completely Locked,06/22/2020 01:45:20 PM,R033,R033,,Reopened,false,Not Applicable,Jewett Ave. and Castleton Ave.,Levy Playground,POINT (-74.12895313228292 40.63397166716877),Unknown,R033-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
B,Partially Locked,06/22/2020 12:46:52 PM,B228,B228,,Reopened,false,Not Applicable,Mother Gaston Blvd. and Sutter Ave.,Dr. Green Playground,POINT (-73.90791293809164 40.667275445539104),Adults Allowed,B228-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
Q,Not Lockable,06/21/2020 03:03:32 PM,Q023,Q023-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Jamaica Ave & 153 St,Rufus King Park Playground,POINT (-73.80336821111237 40.70390227422405),Adults not allowed in some locations,Q023-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
