Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
Q,Partially Locked,06/04/2020 04:16:17 PM,Q066C,Q066C,,COVID-19 Closure,,,Hoyt Ave. bet. 23 St. and  24 St.,Triborough Bridge Playground C,POINT (-73.92223876944985 40.77397758383594),,,03/31/2020 07:11:11 PM,,401,Q-01
X,Completely Locked,06/22/2020 10:28:08 AM,X283,X283,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Billingsley Ter bet. Phelan Pl and Sedwick Av,Beanstalk Playground,POINT (-73.91676317184424 40.85388249124289),Adults Allowed,X283-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
Q,Completely Locked,06/21/2020 02:55:40 PM,Q285,Q285,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Centreville St. bet. 133 Ave. and 103 St.,Al Stabile Playground,POINT (-73.83540261505482 40.67726673289787),Adults Allowed,Q285-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
B,Completely Locked,06/22/2020 02:29:16 PM,B307,B307,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Evergreen Ave. between Eldert St. and Covert St.,Tiger Playground,POINT (-73.91086914951133 40.687999135200926),Adults Allowed,B307-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,304,B-04
B,Completely Locked,06/23/2020 10:01:04 AM,B224,B224,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,P.O. Reinaldo Salgado Playground,POINT (-73.92528186746587 40.688176930099566),Adults Allowed,B224-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
R,Completely Locked,06/22/2020 04:48:05 PM,R025,R025,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Beechwood Ave., Crescent Ave. and Jersey St.",Mahoney Playground,POINT (-74.08573340679023 40.64375603067635),Adults Allowed,R025-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
M,Completely Locked,06/19/2020 10:10:08 AM,M255,M255,true,Reopened,,,,McKinley Playground,POINT (-73.98573990666199 40.724300489802424),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
Q,Completely Locked,06/21/2020 04:56:36 PM,Q345,Q345,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Beach 12 St., Redfern Ave.",Redfern Playground,POINT (-73.74934692193898 40.61096859632198),Adults Allowed,Q345-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
M,Completely Locked,06/22/2020 03:43:53 PM,M193,M193,,UnderConstruction,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,5 Ave. and E. 135 St.,Abraham Lincoln Playground,POINT (-73.93684127307434 40.81199565613204),Adults Allowed,M193-CPA-0001,03/31/2020 07:11:11 PM,,111,M-11
B,Completely Locked,06/23/2020 10:08:49 AM,B391,B391,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Argyle Rd. and Cortelyou Rd.,Lt. Federico Narvaez Tot Lot,POINT (-73.96591853569674 40.640267443927),Adults not allowed in some locations,B391-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,314,B-14
M,Completely Locked,06/19/2020 10:10:30 AM,M241,M241,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Rivington St. and Attorney St. bet. Clinton St. and Ridge St.,Nathan Straus Playground,POINT (-73.9841680274137 40.719658017469314),Adults Allowed,M241-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
Q,Completely Locked,06/21/2020 06:55:59 PM,Q428,Q428,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,62 Dr. bet. 97 Pl. and 98 St.,Horace Harding Playground,POINT (-73.86023577168959 40.733174641994516),Adults Allowed,Q428-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
X,Not Lockable,06/22/2020 10:08:43 AM,X010,X010-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Crotona Ave, Crotona Pk N",Crotona Playground (1),POINT (-73.89475796534899 40.842112080996365),Adults not allowed in some locations,X010-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
Q,Completely Locked,06/21/2020 06:41:49 PM,Q398,Q398,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Woodbine St., Madison St. bet. Woodward Ave. and Fairview Ave.",Rosemary's Playground,POINT (-73.90422986323608 40.704352162266346),Adults Allowed,Q398-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
X,Completely Locked,06/22/2020 10:13:12 AM,X155,X155,,UnderConstruction,false,Not Applicable,E. 148 St. bet. Morris Ave. and College Ave.,Patterson Playground,POINT (-73.92161945313254 40.815969588551035),Adults Allowed,X155-CPA-0002,03/31/2020 07:11:11 PM,,201,X-01
R,Not Lockable,06/22/2020 02:57:29 PM,R089,R089,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,Greencroft Playground,POINT (-74.13614080934289 40.55211807544102),Adults Allowed,R089-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
R,Completely Locked,06/22/2020 02:36:21 PM,R085,R085,,UnderConstruction,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Edith Ave. at Irvington St.,E.M.T. Christopher J. Prescott Playground,POINT (-74.18595003246344 40.52234135591961),Adults Allowed,R085-CPA-0001,03/31/2020 07:11:11 PM,,503,R-03
M,Not Lockable,06/22/2020 11:47:44 AM,M037,M037-01,true,Reopened,,,,Sunken Playground,POINT (-73.93606682793899 40.83789503019744),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12A
Q,Completely Locked,06/22/2020 06:30:28 PM,Q444,Q444,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,38 St. bet. 31 Ave. and Broadway,Sean's Place,POINT (-73.9184638537646 40.760594208732876),Adults Allowed,Q444-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
X,Completely Locked,06/22/2020 09:53:16 AM,X146,X146,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Brook Av to 3 Av bet. E 157 St and E 158 St,Flynn Playground,POINT (-73.91174774087328 40.820987285713564),Adults Allowed,X146-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/22/2020 03:45:07 PM,B157,B157,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ave. S, Morre Pl. bet. E. 16 St. and E. 17 St.",Kelly Park Playground,POINT (-73.9564662710086 40.60467944712654),Adults Allowed,B157-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
B,Completely Locked,06/23/2020 10:01:04 AM,B294,B294,,Reopened,false,Not Applicable,Malcom X Blvd. between Chauncey St. and Marion St.,Jackie Robinson Park Playground,POINT (-73.92755469784841 40.68022187499779),Adults Allowed,B294-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
X,Completely Locked,06/22/2020 10:55:10 AM,X123,X123,,Reopened,false,Not Applicable,Noble Ave. bet. Bronx River Av and  E 177 St,Noble Playground,POINT (-73.87185040568932 40.836893291957935),Adults Allowed,X123-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
Q,Partially Locked,06/22/2020 01:17:26 PM,Q378,Q378,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,101 Ave. bet. 92 St. and 83 St.,Ampere Playground,POINT (-73.85678394270505 40.681646563762946),Adults Allowed,Q378-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,409,Q-09
Q,Completely Locked,06/21/2020 01:09:59 PM,Q022,Q022,,Reopened,false,Not Applicable,37 Ave. bet. Bowne St. and Parsons Blvd.,Margaret I. Carman Green - Weeping Beech,POINT (-73.8245881861926 40.76367400758754),Adults Allowed,Q022-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:08:51 PM,407,Q-07
R,Completely Locked,06/22/2020 02:53:16 PM,R031,R031-11,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"End Of Cornelia Ave, Opp Hockey Rink",Wolfe's Pond Park,POINT (-74.18736008015838 40.518452287048994),Adults not allowed in some locations,R031-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
Q,Partially Locked,06/23/2020 09:28:13 AM,Q360N,Q360N,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd.,Hoffman Park,POINT (-73.8713360615312 40.732814654337595),Adults Allowed,Q360N-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 09:28:11 AM,404,Q-04
X,Completely Locked,06/22/2020 10:54:45 AM,X176,X176,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Guerlain St. bet. Taylor Ave. and Thieriot Ave.,Taylor Playground,POINT (-73.86621783365794 40.83905991382106),Adults Allowed,X176-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
B,Completely Locked,06/22/2020 01:21:36 PM,B285,B285,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",Harry Maze Playground,POINT (-73.92340188053244 40.64304998082743),Adults Allowed,B285-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,317,B-17
X,Completely Locked,06/22/2020 10:17:42 AM,X017,X017-02,,UnderConstruction,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"E 178 St & Ryer Ave, Upper Level",Richman (Echo) Park Upper,POINT (-73.90191027147529 40.84958675970502),Adults Allowed,X017-CPA-0001,03/31/2020 07:11:11 PM,,205,X-05
Q,Completely Locked,06/22/2020 10:23:18 AM,Q300,Q300-06,,Reopened,false,Not Applicable,Main St & 56 Ave,NYHMC Playground,POINT (-73.82546753252855 40.7484648646747),Unknown,Q300-CPA-0005,03/31/2020 07:11:11 PM,06/22/2020 10:23:14 AM,407,Q-07
B,Completely Locked,06/22/2020 03:45:07 PM,B208,B208,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Nostrand Ave. bet. Kings Hwy. and Ave. P,Pfc Norton Playground,POINT (-73.94497009980635 40.61463671058221),Adults Allowed,B208-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
Q,Completely Locked,06/23/2020 10:55:47 AM,Q099,Q099-15,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Jewel Ave & Van Wyck Exwy,Triassic Playground,POINT (-73.8350918923636 40.7299816273106),Unknown,Q099-CPA-0002,03/31/2020 07:11:11 PM,06/23/2020 10:55:44 AM,481,Q-15
B,Completely Locked,06/22/2020 12:39:59 PM,B339,B339,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Riverdale Ave. bet. Thatford Ave. and Osborn St.,Newport Playground,POINT (-73.9069315968374 40.661080323904635),Adults not allowed in some locations,B339-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
M,Completely Locked,06/22/2020 03:29:53 PM,M071,M071-08,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 83 St & Riverside Dr,River Run Plgd,POINT (-73.98223948091294 40.78694756250532),Unknown,M071-CPA-0005,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-14
Q,Completely Locked,06/21/2020 04:56:36 PM,Q313,Q313,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Arverne Blvd. bet. Beach 56 St. and Beach 54 St.,Arverne Playground,POINT (-73.78540075450654 40.59288791869831),Adults Allowed,Q313-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
B,Completely Locked,06/22/2020 04:40:25 PM,B259,B259,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Lafayette Ave. bet. Waverly Ave. and Washington Ave.,Underwood Park,POINT (-73.96650039655744 40.688357267857604),Adults not allowed in some locations,B259-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
B,Completely Locked,06/22/2020 03:45:07 PM,B308,B308,,Reopened,,,Ave. Y between Coyle St. and Batchelder St.,Yak Playground,POINT (-73.93647236619319 40.592253322422835),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
M,Completely Locked,06/22/2020 05:25:04 PM,M108G,M108G,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,FDR Dr. bet. E. 102 St. and E. 106 St.,Playground 103 CIII,POINT (-73.93916504073312 40.78686156063852),Unknown,M108G-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-15
Q,Completely Locked,06/21/2020 10:11:32 AM,Q001,Q001-99,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Nr Springfield Lot, Ballfields",Alley Springfield Playground,POINT (-73.74881668635344 40.741521573077385),Unknown,Q001-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 10:11:29 AM,411,Q-07A
M,Completely Locked,06/22/2020 11:43:48 AM,M029,M029-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"M C Plaza, Ft Washington Ave",Jacob Javits Plgd,POINT (-73.9346150786823 40.85882362601722),Adults Allowed,M029-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12
M,Completely Locked,06/22/2020 11:15:08 AM,M010,M010-103,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"77 St, W/o 5th Ave",James Michael Levin Plgd,POINT (-73.96523041416837 40.77582415428499),Unknown,M010-CPA-0006,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
B,Completely Locked,06/23/2020 10:01:04 AM,B105,B105,,Reopened,false,Not Applicable,Taaffe Pl. bet. Park Ave. and Myrtle Ave.,Taaffe Playground,POINT (-73.96082848599096 40.695948532046124),Adults Allowed,B105-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
X,Completely Locked,06/22/2020 11:06:29 AM,X163,X163,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.,Loreto Playground,POINT (-73.85220176146963 40.848792819995516),Adults Allowed,X163-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-11
B,Completely Locked,06/23/2020 11:14:00 AM,B300,B300,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Adelphi St., Myrtle Ave., Clermont Ave.",Oracle Playground,POINT (-73.97169059591037 40.6939810686424),Adults Allowed,B300-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
R,Completely Locked,06/22/2020 01:43:08 PM,R005,R005-01,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Clove Rd & Cheshire Pl,Clove Lakes Park Plgd,POINT (-74.10601678178902 40.618516259027594),Adults not allowed in some locations,R005-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
B,Completely Locked,06/23/2020 10:08:49 AM,B212,B212,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Campus Rd. bet. E. 21 St. and Ocean Ave.,Hot Spot Tot Lot,POINT (-73.95675056141285 40.63102296449947),Adults not allowed in some locations,B212-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,314,B-14
Q,Completely Locked,06/04/2020 04:16:17 PM,Q066D,Q066D,,COVID-19 Closure,,,"Hoyt Ave., bet. 24 St. and Crescent St.",Triborough Bridge Playground D,POINT (-73.9215565417972 40.77349304601811),,,03/31/2020 07:11:11 PM,,401,Q-01
Q,Completely Locked,06/22/2020 06:30:03 PM,Q296,Q296,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,35 Ave. bet. Steinway St. and 41 St.,Playground Thirty Five XXXV,POINT (-73.92207144095583 40.754769806666424),Adults not allowed in some locations,Q296-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
Q,Partially Locked,06/19/2020 01:57:30 PM,Q320,Q320,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.",Vleigh Playground,POINT (-73.81600783459572 40.729773120943165),Adults Allowed,Q320-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:57:28 PM,408,Q-08
M,Completely Locked,06/19/2020 10:06:33 AM,M124,M124,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Houston St., E. 1 St., 1 Ave.",First Park,POINT (-73.98914143625683 40.72333969327115),Adults Allowed,M124-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/22/2020 01:40:56 PM,B248,B248,,Reopened,false,Not Applicable,Ave. H between E. 54 St. to E. 55 St.,Fox Playground,POINT (-73.92402490170589 40.632887131467754),Adults Allowed,B248-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
B,Completely Locked,06/22/2020 04:41:30 PM,B407,B407,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,S. Oxford St. bet. Commos and Atlantic Ave.,South Oxford Park,POINT (-73.97256224290238 40.683392266739524),Adults not allowed in some locations,B407-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
B,Completely Locked,06/24/2020 10:51:38 AM,B380,B380,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Belmont Ave., Sutter Ave., Sheridan Ave. and Grant Ave.",Robert E. Venable Park,POINT (-73.86512276102088 40.67406515046518),Adults not allowed in some locations,B380-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,305,B-05
B,Completely Locked,06/22/2020 04:36:40 PM,B061,B061,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.",McLaughlin Park,POINT (-73.98646579228914 40.69662005221622),Adults not allowed in some locations,B061-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,302,B-02
Q,Not Lockable,06/21/2020 03:03:32 PM,Q105,Q105,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"91 Ave., Archer Ave. bet. 138 Pl. and 138 St.",Howard Von Dohlen Playground,POINT (-73.81285728577082 40.699759067877466),Adults Allowed,Q105-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
Q,Completely Locked,06/21/2020 04:56:36 PM,Q394,Q394,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Beach 49 St. bet. Elizabeth Ave. and Beach Channel Dr.,Conch Playground,POINT (-73.78059480698063 40.59560506805807),Unknown,Q394-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
M,Completely Locked,06/22/2020 05:16:44 PM,M226,M226,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"2 Ave., E. 19 St. To E. 20 St.",Augustus St. Gaudens Playground,POINT (-73.98216957176686 40.735487279844556),Adults Allowed,M226-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
Q,Partially Locked,06/22/2020 01:06:01 PM,Q221,Q221,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,73 Ave. bet. 195 St. and 196 Pl.,Farm Playground,POINT (-73.7770100869354 40.735768975155096),Adults Allowed,Q221-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
Q,Completely Locked,06/23/2020 11:09:51 AM,Q096C,Q096C,,Reopened,,,N. Conduit Ave. bet. 230 Pl. and the Belt Pkwy.,Mentone Playground,POINT (-73.74288409011237 40.66623094940307),,,03/31/2020 07:11:11 PM,06/23/2020 11:00:00 AM,413,Q-13
